# recorded_at: 02_33_17_16_05_26
# replay_hz: 30.0
timestamp,SpL_position,SpL_velocity,SpL_torque,SpL_temperature,SpL_mode,SpL_fault,SpL_enabled,SrL_position,SrL_velocity,SrL_torque,SrL_temperature,SrL_mode,SrL_fault,SrL_enabled,SwL_position,SwL_velocity,SwL_torque,SwL_temperature,SwL_mode,SwL_fault,SwL_enabled,EpL_position,EpL_velocity,EpL_torque,EpL_temperature,EpL_mode,EpL_fault,EpL_enabled,WwL_position,WwL_velocity,WwL_torque,WwL_temperature,WwL_mode,WwL_fault,WwL_enabled,WpL_position,WpL_velocity,WpL_torque,WpL_temperature,WpL_mode,WpL_fault,WpL_enabled,WrL_position,WrL_velocity,WrL_torque,WrL_temperature,WrL_mode,WrL_fault,WrL_enabled
3.3843,0.17818768596932877,0.7001602197299164,-0.001831082627603564,26.0,0,0,0,0.04967772945754234,0.045181963836117944,-0.001831082627603564,27.0,0,0,0,-0.04775967040512619,-0.006088349736781851,-0.000915541313801782,28.0,0,0,0,-0.22230304417486835,-0.4393224994277851,-0.000915541313801782,30.0,0,0,0,-0.05313023575188858,0.0919813839932857,-0.00025940337224383825,30.0,0,0,0,6.203194781414513,-0.13763637750820124,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,0.16449225604638684,-0.00025940337224383825,32.0,0,0,0
3.4177,0.1893124284733343,0.6194094758525992,-0.001831082627603564,26.0,0,0,0,0.05159578850995672,0.015701533531700562,-0.001831082627603564,27.0,0,0,0,-0.04775967040512619,0.0932478828107115,-0.000915541313801782,28.0,0,0,0,-0.2395655756466013,-0.6309452964065017,-0.000915541313801782,30.0,0,0,0,-0.05313023575188858,0.0919813839932857,-0.00025940337224383825,30.0,0,0,0,6.203194781414513,0.04901197833218873,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,0.06378271152819082,-0.00025940337224383825,32.0,0,0,0
3.4512,0.20235523002975597,0.26436255436026457,-0.001831082627603564,26.0,0,0,0,0.05389745937285362,0.07145799954222909,-0.001831082627603564,27.0,0,0,0,-0.04814328221561048,0.017624170290684305,-0.000915541313801782,28.0,0,0,0,-0.2583625543602661,-0.657862211032274,-0.000915541313801782,30.0,0,0,0,-0.05313023575188858,0.09735255970092282,-0.00025940337224383825,30.0,0,0,0,6.203194781414513,0.026184481574730967,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,-0.04229800869764233,-0.00025940337224383825,32.0,0,0,0
3.4846,0.21232913710231216,0.5014877546349297,-0.001831082627603564,26.0,0,0,0,0.05581551842526977,0.08747997253376028,-0.001831082627603564,27.0,0,0,0,-0.04775967040512619,0.0016021972991531186,-0.000915541313801782,28.0,0,0,0,-0.2786939803158628,-0.5034103913939134,-0.000915541313801782,30.0,0,0,0,-0.0535138475623711,0.004699778744182481,-0.00025940337224383825,30.0,0,0,0,6.203578393224994,0.1886625467307539,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,0.16314946211947756,-0.00025940337224383825,32.0,0,0,0
3.518,0.2215358205539033,0.25090409704737837,-0.001831082627603564,26.0,0,0,0,0.057349965667199854,-0.011856260013733078,-0.001831082627603564,27.0,0,0,0,-0.047376058594643666,-0.0073701075761043455,-0.000915541313801782,28.0,0,0,0,-0.2994090180819402,-0.6097962920576805,-0.000915541313801782,30.0,0,0,0,-0.0535138475623711,0.10540932326237851,-0.00025940337224383825,30.0,0,0,0,6.2039620050354785,0.07318226901655578,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,0.03961242084382377,-0.00025940337224383825,32.0,0,0,0
3.5514,0.23112611581597697,0.4905928130006849,-0.001831082627603564,26.0,0,0,0,0.05965163653009853,0.09837491416800148,-0.001831082627603564,27.0,0,0,0,-0.047376058594643666,0.05351338979171416,-0.000915541313801782,28.0,0,0,0,-0.31858960860608754,-0.7463035019455262,-0.000915541313801782,30.0,0,0,0,-0.0535138475623711,-0.12018005645838059,-0.00025940337224383825,30.0,0,0,0,6.2047292286564435,0.019470511940184565,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,-0.011413748378728883,-0.00025940337224383825,32.0,0,0,0
3.5849,0.23112611581597697,0.4905928130006849,-0.001831082627603564,26.0,0,0,0,0.061186083772030386,0.08619821469443778,-0.001831082627603564,27.0,0,0,0,-0.046992446784161146,0.07402151522087408,-0.000915541313801782,28.0,0,0,0,-0.33738658731975235,-0.5668574044403769,-0.000915541313801782,30.0,0,0,0,-0.0535138475623711,-0.10406652933546923,-0.00025940337224383825,30.0,0,0,0,6.2081817349507915,0.2504310673685808,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,0.04632639047837017,-0.00025940337224383825,32.0,0,0,0
3.6186,0.24110002288853316,0.2848706797894245,-0.001831082627603564,26.0,0,0,0,0.06272053101396047,0.08683909361409903,-0.001831082627603564,27.0,0,0,0,-0.04622522316319433,0.10478370336461396,-0.000915541313801782,28.0,0,0,0,-0.3550327306019678,-0.3739528496223379,-0.000915541313801782,30.0,0,0,0,-0.0535138475623711,-0.15509269855802188,-0.00025940337224383825,30.0,0,0,0,6.225444266422521,0.768749523155563,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,0.04229800869764233,-0.00025940337224383825,32.0,0,0,0
3.652,0.2518411535820544,0.38292515449759534,-0.001831082627603564,26.0,0,0,0,0.0642549782558941,0.0797894254978253,-0.001831082627603564,27.0,0,0,0,-0.04622522316319433,-0.02082856488899054,-0.000915541313801782,28.0,0,0,0,-0.3550327306019678,-0.3739528496223379,-0.000915541313801782,30.0,0,0,0,-0.0535138475623711,-0.020813305867093845,-0.00025940337224383825,30.0,0,0,0,6.256516823071642,1.1393606469825315,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,-0.0020141908903639205,-0.00025940337224383825,32.0,0,0,0
3.6855,0.2625822842755774,0.49251544975966866,-0.001831082627603564,26.0,0,0,0,0.06540581368734344,0.1470817120622563,-0.001831082627603564,27.0,0,0,0,-0.04622522316319433,0.0016021972991531186,-0.000915541313801782,28.0,0,0,0,-0.3711444266422532,-0.2041199359121073,-0.000915541313801782,30.0,0,0,0,-0.0535138475623711,0.020813305867093845,-0.00025940337224383825,30.0,0,0,0,6.29909773403525,1.3797207598992927,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,0.0060425726710917615,-0.00025940337224383825,32.0,0,0,0
3.7189,0.2752414740215148,0.5027695124742522,-0.001831082627603564,26.0,0,0,0,0.066556649118791,-0.013138017853055572,-0.001831082627603564,27.0,0,0,0,-0.045841611352713585,0.04197756923781171,-0.000915541313801782,28.0,0,0,0,-0.38495445181963994,-0.45983062485694504,-0.000915541313801782,30.0,0,0,0,-0.0535138475623711,-0.11346608682383419,-0.00025940337224383825,30.0,0,0,0,6.352419775692379,1.4952010376134908,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,0.023498893720912406,-0.00025940337224383825,32.0,0,0,0
3.7524,0.28828427557793646,0.49892423895628113,-0.001831082627603564,26.0,0,0,0,0.06847470817120715,0.1079880979629202,-0.001831082627603564,27.0,0,0,0,-0.045841611352713585,-0.1188830395971614,-0.000915541313801782,28.0,0,0,0,-0.39492835889219435,-0.3861295490959016,-0.000915541313801782,30.0,0,0,0,-0.05313023575188858,0.07452506294346506,-0.00025940337224383825,30.0,0,0,0,6.407659876401922,1.5086289768825836,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,0.010070954451819603,-0.00025940337224383825,32.0,0,0,0
3.7858,0.3024779125658039,0.5072556649118809,-0.001831082627603564,26.0,0,0,0,0.07039276722362153,0.08940260929274402,-0.001831082627603564,27.0,0,0,0,-0.045841611352713585,-0.1188830395971614,-0.000915541313801782,28.0,0,0,0,-0.3991480888075074,-0.08555733577477653,-0.000915541313801782,30.0,0,0,0,-0.0535138475623711,0.0986953536278321,-0.00025940337224383825,30.0,0,0,0,6.465585259784849,1.8537270160982686,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,0.0986953536278321,-0.00025940337224383825,32.0,0,0,0
3.8192,0.31743877317464,0.5277637903410408,-0.001831082627603564,26.0,0,0,0,0.07346166170748525,0.04710460059510169,-0.001831082627603564,27.0,0,0,0,-0.04545799954222929,0.09581139848935649,-0.000915541313801782,28.0,0,0,0,-0.40298420691233794,-0.09773403524834023,-0.000915541313801782,30.0,0,0,0,-0.0535138475623711,-0.007385366598001042,-0.00025940337224383825,30.0,0,0,0,6.526963149462119,1.6939345387960643,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,0.0986953536278321,-0.00025940337224383825,32.0,0,0,0
3.8546,0.33163241016250744,0.4861066605630562,-0.001831082627603564,26.0,0,0,0,0.07691416800183148,0.1906614785992211,-0.001831082627603564,27.0,0,0,0,-0.04545799954222929,0.13554589150835383,-0.000915541313801782,28.0,0,0,0,-0.40490226596475054,-0.06440833142595537,-0.000915541313801782,30.0,0,0,0,-0.0535138475623711,0.14972152285038476,-0.00025940337224383825,30.0,0,0,0,6.588341039139394,1.7543602655069819,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,-0.028870069428549527,-0.00025940337224383825,32.0,0,0,0
3.8893,0.3596360723277652,0.4835431448844112,-0.001831082627603564,26.0,0,0,0,0.08381918059052396,0.22655069810025097,-0.001831082627603564,27.0,0,0,0,-0.045841611352713585,0.07530327306019657,-0.000915541313801782,28.0,0,0,0,-0.4068203250171667,0.020187685969329294,-0.000915541313801782,30.0,0,0,0,-0.0535138475623711,0.011413748378728883,-0.00025940337224383825,30.0,0,0,0,6.644731975280383,1.5865110246433218,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,-0.04901197833218873,-0.00025940337224383825,32.0,0,0,0
3.9233,0.37382970931563264,0.5367360952162983,-0.001831082627603564,26.0,0,0,0,0.08381918059052396,0.22655069810025097,-0.001831082627603564,27.0,0,0,0,-0.045841611352713585,0.01634241245136181,-0.000915541313801782,28.0,0,0,0,-0.407203936827651,0.050308995193407924,-0.000915541313801782,30.0,0,0,0,-0.05389745937285362,-0.10272373540855995,-0.00025940337224383825,30.0,0,0,0,6.696903181506066,1.4522316319523938,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,0.053040360112916574,-0.00025940337224383825,32.0,0,0,0
3.9567,0.3880233463035019,0.5815976195925856,-0.001831082627603564,26.0,0,0,0,0.08765529869535449,0.002243076218814366,-0.001831082627603564,27.0,0,0,0,-0.045841611352713585,0.02146944380865179,-0.000915541313801782,28.0,0,0,0,-0.40758754863813174,0.10734721904325895,-0.000915541313801782,30.0,0,0,0,-0.05389745937285362,-0.10272373540855995,-0.00025940337224383825,30.0,0,0,0,6.741785763332572,1.1380178530556222,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,-0.0718394750896465,-0.00025940337224383825,32.0,0,0,0
3.9901,0.4014497596704043,0.5245593957427346,-0.001831082627603564,26.0,0,0,0,0.09149141680018147,0.1176012817578389,-0.001831082627603564,27.0,0,0,0,-0.045841611352713585,-0.03813229571984422,-0.000915541313801782,28.0,0,0,0,-0.407203936827651,-0.10157930876630772,-0.000915541313801782,30.0,0,0,0,-0.05389745937285362,0.008728160524910322,-0.00025940337224383825,30.0,0,0,0,6.775927214465554,0.6559548332951834,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,0.015442130159456724,-0.00025940337224383825,32.0,0,0,0
4.0235,0.41410894941634346,0.541222247653927,-0.001831082627603564,26.0,0,0,0,0.09494392309452948,0.12144655527580639,-0.001831082627603564,27.0,0,0,0,-0.045841611352713585,-0.15413138017853,-0.000915541313801782,28.0,0,0,0,-0.40758754863813174,0.016983291371023057,-0.000915541313801782,30.0,0,0,0,-0.054281071183337914,-0.018127718013275285,-0.00025940337224383825,30.0,0,0,0,6.796258640421147,0.3309987029831376,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,-0.059754329747462975,-0.00025940337224383825,32.0,0,0,0
4.0569,0.4256173037308315,0.49251544975966866,-0.001831082627603564,26.0,0,0,0,0.0980128175783932,0.09773403524834023,-0.001831082627603564,27.0,0,0,0,-0.045841611352713585,-0.0932478828107115,-0.000915541313801782,28.0,0,0,0,-0.40758754863813174,-0.0028839551384756135,-0.000915541313801782,30.0,0,0,0,-0.055048294804302955,0.03961242084382377,-0.00025940337224383825,30.0,0,0,0,6.805848935683223,-0.019470511940184565,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,-0.003356984817273201,-0.00025940337224383825,32.0,0,0,0
4.0903,0.4359748226138702,0.32780956740672806,-0.001831082627603564,26.0,0,0,0,0.10108171206225691,0.08043030441748655,-0.001831082627603564,27.0,0,0,0,-0.045841611352713585,0.09260700389105025,-0.000915541313801782,28.0,0,0,0,-0.40797116044861426,0.0003204394598306237,-0.000915541313801782,30.0,0,0,0,-0.055048294804302955,0.057068741893644415,-0.00025940337224383825,30.0,0,0,0,6.805848935683223,-0.030212863355458808,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,0.004699778744182481,-0.00025940337224383825,32.0,0,0,0
4.1237,0.4359748226138702,0.32780956740672806,-0.001831082627603564,26.0,0,0,0,0.10261615930418877,0.1323414969100476,-0.001831082627603564,27.0,0,0,0,-0.045841611352713585,0.042618448157472955,-0.000915541313801782,28.0,0,0,0,-0.40835477225909855,0.10286106660563021,-0.000915541313801782,30.0,0,0,0,-0.05543190661478725,0.026184481574730967,-0.00025940337224383825,30.0,0,0,0,6.805848935683223,0.05035477225909801,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,-0.012756542305638163,-0.00025940337224383825,32.0,0,0,0
4.1571,0.4455651178759439,0.46239414053559,-0.001831082627603564,26.0,0,0,0,0.10338338292515559,0.020187685969329294,-0.001831082627603564,27.0,0,0,0,-0.045841611352713585,0.06953536278324535,-0.000915541313801782,28.0,0,0,0,-0.40835477225909855,0.14772259098191753,-0.000915541313801782,30.0,0,0,0,-0.05543190661478725,0.10003814755474139,-0.00025940337224383825,30.0,0,0,0,6.806232547493707,0.059754329747462975,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,-0.0060425726710917615,-0.00025940337224383825,32.0,0,0,0
4.1905,0.4528537422751189,0.14964522774090128,-0.001831082627603564,26.0,0,0,0,0.10338338292515559,0.00865186541542684,-0.001831082627603564,27.0,0,0,0,-0.045841611352713585,-0.13490501258869259,-0.000915541313801782,28.0,0,0,0,-0.40835477225909855,0.14772259098191753,-0.000915541313801782,30.0,0,0,0,-0.05543190661478725,0.08258182650492074,-0.00025940337224383825,30.0,0,0,0,6.805848935683223,-0.026184481574730967,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,-0.07586785687037434,-0.00025940337224383825,32.0,0,0,0
4.2239,0.45860791943236556,0.1419546807049663,-0.001831082627603564,26.0,0,0,0,0.10299977111467129,-0.059922178988326635,-0.001831082627603564,27.0,0,0,0,-0.045841611352713585,0.0189059281300068,-0.000915541313801782,28.0,0,0,0,-0.4087383840695811,-0.03428702220187674,-0.000915541313801782,30.0,0,0,0,-0.05543190661478725,0.03692683299000521,-0.00025940337224383825,30.0,0,0,0,6.805848935683223,-0.054383154039825854,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,-0.04901197833218873,-0.00025940337224383825,32.0,0,0,0
4.2573,0.461293202105745,0.08619821469443778,-0.001831082627603564,26.0,0,0,0,0.10223254749370625,-0.12272831311512888,-0.001831082627603564,27.0,0,0,0,-0.045841611352713585,0.02082856488899054,-0.000915541313801782,28.0,0,0,0,-0.4087383840695811,0.022110322728313037,-0.000915541313801782,30.0,0,0,0,-0.05543190661478725,-0.003356984817273201,-0.00025940337224383825,30.0,0,0,0,6.805848935683223,-0.007385366598001042,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,-0.06781109330891866,-0.00025940337224383825,32.0,0,0,0
4.2907,0.4616768139162293,-0.10926985580224269,-0.001831082627603564,26.0,0,0,0,0.10184893568322195,0.015060654612039315,-0.001831082627603564,27.0,0,0,0,-0.045841611352713585,-0.08363469901579279,-0.000915541313801782,28.0,0,0,0,-0.4087383840695811,0.010574502174410583,-0.000915541313801782,30.0,0,0,0,-0.05543190661478725,-0.08795300221255786,-0.00025940337224383825,30.0,0,0,0,6.805848935683223,0.08258182650492074,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,0.09600976577401354,-0.00025940337224383825,32.0,0,0,0
4.3241,0.45822430762188127,-0.15028610666056252,-0.001831082627603564,26.0,0,0,0,0.10184893568322195,0.037491416800182975,-0.001831082627603564,27.0,0,0,0,-0.045841611352713585,-0.08363469901579279,-0.000915541313801782,28.0,0,0,0,-0.40797116044861426,-0.14644083314259504,-0.000915541313801782,30.0,0,0,0,-0.05543190661478725,-0.04229800869764233,-0.00025940337224383825,30.0,0,0,0,6.805848935683223,-0.0718394750896465,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,0.023498893720912406,-0.00025940337224383825,32.0,0,0,0
4.3575,0.4513192950331888,-0.4066376745250615,-0.001831082627603564,26.0,0,0,0,0.10184893568322195,-0.06120393682764913,-0.001831082627603564,27.0,0,0,0,-0.045841611352713585,-0.14772259098191753,-0.000915541313801782,28.0,0,0,0,-0.40797116044861426,-0.010574502174410583,-0.000915541313801782,30.0,0,0,0,-0.05543190661478725,-0.03826962691691449,-0.00025940337224383825,30.0,0,0,0,6.805848935683223,-0.016784924086366004,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,0.023498893720912406,-0.00025940337224383825,32.0,0,0,0
4.3909,0.4413453879606326,-0.4982833600366199,-0.001831082627603564,26.0,0,0,0,0.10223254749370625,0.06825360494392285,-0.001831082627603564,27.0,0,0,0,-0.045841611352713585,-0.04582284275577919,-0.000915541313801782,28.0,0,0,0,-0.40758754863813174,-0.08427557793545404,-0.000915541313801782,30.0,0,0,0,-0.055048294804302955,-0.03289845120927737,-0.00025940337224383825,30.0,0,0,0,6.8050817120622575,-0.14972152285038476,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,0.09735255970092282,-0.00025940337224383825,32.0,0,0,0
4.4243,0.42676813916228085,-0.6444037537193879,-0.001831082627603564,26.0,0,0,0,0.10299977111467129,0.03941405355916672,-0.001831082627603564,27.0,0,0,0,-0.04545799954222929,-0.05094987411306917,-0.000915541313801782,28.0,0,0,0,-0.407203936827651,0.05864042114900414,-0.000915541313801782,30.0,0,0,0,-0.05543190661478725,-0.08392462043183002,-0.00025940337224383825,30.0,0,0,0,6.8050817120622575,-0.14972152285038476,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,-0.0718394750896465,-0.00025940337224383825,32.0,0,0,0
4.4577,0.4075875486381335,-0.8962691691462581,-0.001831082627603564,26.0,0,0,0,0.10299977111467129,0.00865186541542684,-0.001831082627603564,27.0,0,0,0,-0.04392355230029743,0.15092698558022377,-0.000915541313801782,28.0,0,0,0,-0.4064367132066842,0.022110322728313037,-0.000915541313801782,30.0,0,0,0,-0.05543190661478725,0.03961242084382377,-0.00025940337224383825,30.0,0,0,0,6.803547264820324,-0.05169756618600729,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,-0.10138094148165067,-0.00025940337224383825,32.0,0,0,0
4.4911,0.3807347219043269,-1.3134813458457302,-0.001831082627603564,26.0,0,0,0,0.10261615930418877,-0.07850766765850281,-0.001831082627603564,27.0,0,0,0,-0.03740215152208748,0.2515449759670396,-0.000915541313801782,28.0,0,0,0,-0.40528587777523484,-0.014419775692378067,-0.000915541313801782,30.0,0,0,0,-0.055048294804302955,-0.057068741893644415,-0.00025940337224383825,30.0,0,0,0,6.797025864042116,-0.16986343175402396,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,0.0785534447241929,-0.00025940337224383825,32.0,0,0,0
4.5245,0.34812771801327536,-1.317967498283359,-0.001831082627603564,26.0,0,0,0,0.10261615930418877,-0.07850766765850281,-0.001831082627603564,27.0,0,0,0,-0.03049713893339323,0.09517051956969524,-0.000915541313801782,28.0,0,0,0,-0.4022169832913711,0.1406729228656438,-0.000915541313801782,30.0,0,0,0,-0.055048294804302955,-0.057068741893644415,-0.00025940337224383825,30.0,0,0,0,6.795491416800182,-0.10809491111619707,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,0.07721065079728362,-0.00025940337224383825,32.0,0,0,0
4.5579,0.3074648661020838,-1.687113756008241,-0.001831082627603564,26.0,0,0,0,0.10338338292515559,0.01377889677271682,-0.001831082627603564,27.0,0,0,0,-0.03049713893339323,-0.09581139848935649,-0.000915541313801782,28.0,0,0,0,-0.39492835889219435,0.47328908216983123,-0.000915541313801782,30.0,0,0,0,-0.055048294804302955,0.054383154039825854,-0.00025940337224383825,30.0,0,0,0,6.7939569695582485,-0.1470359349965662,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,0.057068741893644415,-0.00025940337224383825,32.0,0,0,0
4.5913,0.2625822842755774,-1.9793545433737698,-0.001831082627603564,26.0,0,0,0,0.10261615930418877,-0.12208743419546764,-0.001831082627603564,27.0,0,0,0,-0.030880750743877527,0.015060654612039315,-0.000915541313801782,28.0,0,0,0,-0.37613138017852954,0.7052872510872064,-0.000915541313801782,30.0,0,0,0,-0.055048294804302955,0.04498359655146089,-0.00025940337224383825,30.0,0,0,0,6.77554360265507,-0.9728542000457736,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,-0.012756542305638163,-0.00025940337224383825,32.0,0,0,0
4.6247,0.21271274891279468,-1.888990615701534,-0.001831082627603564,26.0,0,0,0,0.09993087663080757,-0.06569008926527786,-0.001831082627603564,27.0,0,0,0,-0.032415197985809385,-0.06569008926527786,-0.000915541313801782,28.0,0,0,0,-0.34582604715037846,0.8200045777065696,-0.000915541313801782,30.0,0,0,0,-0.055048294804302955,0.13897917143511052,-0.00025940337224383825,30.0,0,0,0,6.725674067292285,-1.7946440833142603,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,-0.024841687647821686,-0.00025940337224383825,32.0,0,0,0
4.6581,0.15939070725566395,-2.306202792401006,-0.001831082627603564,26.0,0,0,0,0.09609475852597882,-0.32909132524605056,-0.001831082627603564,27.0,0,0,0,-0.032798809796291906,-0.17784390020599616,-0.000915541313801782,28.0,0,0,0,-0.3047795834287026,1.1776150148775457,-0.000915541313801782,30.0,0,0,0,-0.055048294804302955,0.04095521477073305,-0.00025940337224383825,30.0,0,0,0,6.646650034332797,-2.574807354848552,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,-0.0020141908903639205,-0.00025940337224383825,32.0,0,0,0
4.6915,0.15939070725566395,-2.306202792401006,-0.001831082627603564,26.0,0,0,0,0.08918974593728457,-0.348317692835888,-0.001831082627603564,27.0,0,0,0,-0.03510048065919058,-0.12208743419546764,-0.000915541313801782,28.0,0,0,0,-0.25107392996108935,1.876173037308309,-0.000915541313801782,30.0,0,0,0,-0.055048294804302955,-0.057068741893644415,-0.00025940337224383825,30.0,0,0,0,6.541540398260473,-3.2891737239642964,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,0.04766918440527945,-0.00025940337224383825,32.0,0,0,0
4.7249,0.10338338292515559,-2.2222476539253826,-0.001831082627603564,26.0,0,0,0,0.07921583886472838,-0.3784390020599666,-0.001831082627603564,27.0,0,0,0,-0.03510048065919058,-0.042618448157472955,-0.000915541313801782,28.0,0,0,0,-0.18892881666285177,1.9235980773632413,-0.000915541313801782,30.0,0,0,0,-0.055048294804302955,-0.15106431677729404,-0.00025940337224383825,30.0,0,0,0,6.419168230716412,-3.512077515831237,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,-0.023498893720912406,-0.00025940337224383825,32.0,0,0,0
4.7583,0.046225223163196105,-2.3100480659189735,-0.001831082627603564,26.0,0,0,0,0.06809109636072286,-0.40215152208743277,-0.001831082627603564,27.0,0,0,0,-0.0354840924696731,0.01634241245136181,-0.000915541313801782,28.0,0,0,0,-0.18892881666285177,1.9235980773632413,-0.000915541313801782,30.0,0,0,0,-0.055048294804302955,0.10809491111619707,-0.00025940337224383825,30.0,0,0,0,6.291425497825589,-3.5281910429541483,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,-0.07989623865110218,-0.00025940337224383825,32.0,0,0,0
4.7917,-0.011316548409245897,-2.352986953536277,-0.001831082627603564,26.0,0,0,0,0.05543190661478725,-0.41560997940031896,-0.001831082627603564,27.0,0,0,0,-0.03510048065919058,-0.0810711833371478,-0.000915541313801782,28.0,0,0,0,-0.12102952620736929,2.1549553673609516,-0.000915541313801782,30.0,0,0,0,-0.055048294804302955,0.03692683299000521,-0.00025940337224383825,30.0,0,0,0,6.175958342870224,-2.9977874418249755,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,0.0006713969634546402,-0.00025940337224383825,32.0,0,0,0
4.8251,-0.06809109636072463,-2.3645227740901795,-0.001831082627603564,26.0,0,0,0,0.040471046005951195,-0.6078736552986967,-0.001831082627603564,27.0,0,0,0,-0.03510048065919058,-0.08491645685511529,-0.000915541313801782,28.0,0,0,0,-0.052363012130923536,2.117143511100938,-0.000915541313801782,30.0,0,0,0,-0.055048294804302955,-0.003356984817273201,-0.00025940337224383825,30.0,0,0,0,6.0896456855115595,-1.812100404364081,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,0.07586785687037434,-0.00025940337224383825,32.0,0,0,0
4.8585,-0.12563286793316664,-2.2709544518196374,-0.001831082627603564,26.0,0,0,0,0.025893797207599434,-0.5892881666285206,-0.001831082627603564,27.0,0,0,0,-0.03510048065919058,-0.0701762417029066,-0.000915541313801782,28.0,0,0,0,0.012083772030212714,1.8082398718242167,-0.000915541313801782,30.0,0,0,0,-0.055048294804302955,-0.03155565728236809,-0.00025940337224383825,30.0,0,0,0,6.043612268253607,-0.5901579308766287,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,0.054383154039825854,-0.00025940337224383825,32.0,0,0,0
4.8919,-0.18240741588464182,-2.3209430075532147,-0.001831082627603564,26.0,0,0,0,0.010549324788280856,-0.6847791256580464,-0.001831082627603564,27.0,0,0,0,-0.03510048065919058,0.06120393682764913,-0.000915541313801782,28.0,0,0,0,0.06962554360265472,1.6268711375600837,-0.000915541313801782,30.0,0,0,0,-0.055048294804302955,-0.061097123674372256,-0.00025940337224383825,30.0,0,0,0,6.0432286564431195,0.3927672236209645,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,-0.12152285038528987,-0.00025940337224383825,32.0,0,0,0
4.9253,-0.2372639047837044,-2.160723277637903,-0.001831082627603564,26.0,0,0,0,-0.004795147631035945,-0.5546807049668132,-0.001831082627603564,27.0,0,0,0,-0.03510048065919058,0.06120393682764913,-0.000915541313801782,28.0,0,0,0,0.11757701991302305,1.3833371480888061,-0.000915541313801782,30.0,0,0,0,-0.055048294804302955,0.028870069428549527,-0.00025940337224383825,30.0,0,0,0,6.057422293430992,0.2558022430762179,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,0.059754329747462975,-0.00025940337224383825,32.0,0,0,0
4.9587,-0.28981872281986654,-2.0511329823758295,-0.001831082627603564,26.0,0,0,0,-0.02129045548180386,-0.5046921492332359,-0.001831082627603564,27.0,0,0,0,-0.03510048065919058,0.04390020599679545,-0.000915541313801782,28.0,0,0,0,0.15939070725566395,1.105836575875486,-0.000915541313801782,30.0,0,0,0,-0.055048294804302955,-0.10406652933546923,-0.00025940337224383825,30.0,0,0,0,6.064327306019685,-0.014099336232547444,-0.00025940337224383825,31.0,0,0,0,-2.2282092011902037,0.059754329747462975,-0.00025940337224383825,32.0,0,0,0
